leaf_cycle,leaf_type,name,natural,amenity,drinking_water,fountain,height,lit,layer,place,landuse,residential,branch,brand,brand:wikidata,brand:wikipedia,building,opening_hours,operator,shop,bus,name:en,public_transport,water,motorboat,addr:city,addr:street,leisure,sport,building:material,roof:colour,roof:material,roof:shape,addr:housenumber,addr:postcode,addr:suburb,phone,train,building:levels,tourism,emergency,healthcare,operator:ref:vatin,operator:type,ref:CNES,ref:vatin,surface,office,club,religion,studio,abandoned:building,payment:cash,payment:credit_cards,payment:debit_cards,payment:pix,community_centre,second_hand,craft,type,source,intermittent,salt,wikidata,wikipedia,area_m2,length_m
mixed,mixed,Flamboyant,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
mixed,mixed,Flamboyant,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
mixed,mixed,Flamboyant,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
mixed,mixed,Flamboyant,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
mixed,mixed,Aroeira,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
,,Fonte do Itajurú,,fountain,no,drinking_fountain,3,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
,,,,,,,,,1,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.98318396862646,79.62589755194048
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.6059631625101,90.83203605730554
,,,,,,,,,1,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.7095128424732,72.3480887522244
,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.57860942018837,51.368859221147446
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.9803863534485,187.84400037433932
,,Assaí Atacadista,,,,,,,1,,,,,Assaí Atacadista,Q28679415,pt:Assaí Atacadista,yes,,,supermarket,,,,,,Cabo Frio,Avenida América Central,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13520.752745422946,511.81037087729726
,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.72464059937954,92.60132031001979
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8460509986511,81.43232766997328
,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.65169796797994,71.77616056377235
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.75639015182605,69.24912037666758
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47559055523551,44.43808789427377
,,Servel,,,,,,,,,,,,Chevrolet,Q29570,en:Chevrolet,yes,,,car,,,,,,Cabo Frio,Avenida América Central,,,,,,,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.3586977550733,196.91537009134953
,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12657.15024452093,457.340690815124
,,Bracom,,,,,,,,,,,,Ford,Q44294,en:Ford Motor Company,yes,,,car,,,,,,Cabo Frio,Avenida América Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958.165444525127,235.49743103379413
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.7658409813293,201.72234209783952
,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5536.527906316748,305.86963734445874
,,Michelin,,,,,,,,,,,,Michelin,Q151107,en:Michelin,yes,,,tyres,,,,,,Cabo Frio,Avenida América Central,,,,,,,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.27516773540543,88.93979793629806
,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.1224050133872,139.08203132633685
,,,,restaurant,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.8934050311734,135.07221927721906
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.65913847611796,66.90100610326039
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.13242219740494,80.76061548655107
,,,water,,,,,,,,,,,,,,,,,,,,,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.4941083751742,69.10265705586049
,,,water,,,,,,,,,,,,,,,,,,,,,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.08175594564403,66.72981705193938
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.43746370075624,55.24444498336793
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2690160867424,66.3709108819971
,,Cantinho do Canal,,restaurant,,,,,,,,,,,,,yes,,,,,,,,,Cabo Frio,Rua Antônio Feliciano Cardozo,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.15548128464485,87.52695606366035
,,,scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56508.99093411826,1062.7936918821015
,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20144.71377093728,837.3764810107663
,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7778.452356147551,347.93104677277444
,,Princesa,,,,,,,,,,,,,,,yes,,,supermarket,,,,,,Cabo Frio,Rua Irmã Josefina da Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.3481606207893,164.94531096333563
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.0639620406794,329.6233046523738
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.2261713876419,95.44529281808403
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.42486778290487,51.91391234482136
,,Vestcasa,,,,,,,,,,,,,,,yes,,,household_linen,,,,,,Cabo Frio,Rua Alziro Ramalho,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0250301678063,108.84421505050277
,,Somotor,,,,,,,,,,,,,,,yes,,,car_parts,,,,,,Cabo Frio,Avenida América Central,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.7217351617331,134.72155951004243
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.1085823545652,131.73662955384717
,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.0844607382141,206.34355134882605
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0244089797426,93.03024154039181
,,,,,,,,,1,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.53681068111297,116.86818829804231
,,,,,,,,,1,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6792268221869,108.21930022952321
,,,,,,,,,1,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.800740141853,61.25769220680394
,,,,studio,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,television,,,,,,,,,,,,,,,1009.0490600808708,141.08482363333306
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.9571697028179,62.70080093802915
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.414603011693625,22.763409020862795
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.78891572127822,37.14161055511819
,,,,,,,,,,,,,,,,,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,759.7112144567741,113.27325753838089
,,Hortifruti,,,,,,,,,,,,,,,yes,07:00-21:00,Hortifruti Natural da Terra,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.593088656765,169.43855986266615
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0287191183401,56.016543183684675
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.2310343053816,53.996287566220765
,,Limpeza Mania,,,,,,,,,,,,,,,yes,,,houseware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.1926270659146,123.10328613438011
,,Thaticc,,,,,,,,,,,,,,,yes,,,variety_store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.5753502263756,175.26210804080392
,,Box V8,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.37902604764656,43.88165589253046
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.676890547174736,26.384009202010756
,,Proide,,place_of_worship,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,760.9029871527401,111.20070990102477
,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.99555736827466,93.87703197604674
,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.1077758972729,255.56627407410838
,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.469158425045,341.3970521289516
,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049.052792724033,461.23091028418804
,,,,,,,,,1,,,,,,,,grandstand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.3685159061179,259.37956861598815
,,Condominio da Paz,,,,,,,,,,,,,,,residential,,,,,,,,,Cabo Frio,Rua Alemanha,,,,,,,156,28910-370,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.1429605534527,161.76613224916076
,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.9387002460353,124.95289164430437
,,Padaria Caiçara,,,,,,,,,,,,,,,yes,,,bakery,,,,,,Cabo Frio,Rua Alemanha,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,376.07669641873764,75.84819533238716
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.42936516479075,44.951802018146786
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.97430135370514,43.57372341508855
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.13974407514328,45.16581832780281
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.13682899708243,66.99482028257539
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.35378601166627,46.6653195848035
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.06458997180783,49.29549976076976
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98330429593472,46.758796371285996
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.47441312630542,62.644883805306876
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.45559907205198,49.17355227804127
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.16614256836294,67.25608656617484
,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.40202065152425,79.1550780489936
,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.8833274221527,110.55885124589585
,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.4653370401375,184.25478621963583
,,,scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6918.4934256710085,483.3101547946131
,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.17390133932847,61.157797413401155
,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.777047955332385,29.060606089682626
,,,,restaurant,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.88019878161234,51.63971965307915
,,,,community_centre,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community_hall,,,,,,,,,1607.3332950912377,159.9298517973255
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.6635348870186,142.4553012037723
,,,,,,,,,,,,,,,,,yes,,,beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.30092244601003,41.97436158194865
,,,,,,,,,,,,,,,,,yes,,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.1823132614187,122.68001978757685
,,,,,,,,,,,,,,,,,yes,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.2106829954704,113.07671723251039
,,,,,,,,,,,,,,,,,yes,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.81491131663404,83.67587058847259
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.80850330248273,90.33186055361526
,,,,dojo,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.778953074609,89.33986201212502
,,,,childcare,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.178745376908,164.68891106069424
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253.13944847602,223.890472028217
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457.6204509276486,199.29034347993039
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493.4208153012546,302.0118923192757
,,,,fast_food,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.720823564115367,20.797754489171243
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.11443621421515,45.59127654421609
,,,,,,,,,,,,,,,,,yes,,,beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.06564726991537,34.52813115513056
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7442874022973,95.21626814966662
,,,,fast_food,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6564464248382,45.893346767361066
,,,,,,,,,,,,,,,,,yes,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.4431122549922,64.54446846286028
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1887485051414,72.14749335218062
,,,,,,,,,,,,,,,,,yes,,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.3012988698833,161.13951739426378
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.63065695425627,81.2203287515101
,,,,restaurant,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.73046139602596,59.05953741222425
,,,,,,,,,,,,,,,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.53584380128366,47.86638030777209
,,,,,,,,,,,,,,,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.44690315642086,81.25063101528988
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.4813206378699,81.68530430348058
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.5401032702089,56.8320194900497
,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.56487586702457,46.79998294971561
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2115426308523,46.899927117070334
,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.78823812225534,49.24117923479311
,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.8580744462337,88.92424772453776
,,,,,,,,,,,,,,,,,yes,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,121.78130831937776,44.252131743008256
,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,66.53988939655054,38.40833438842904
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.84285931856317,51.5049112773014
,,,,community_centre,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.71977130043967,74.64829688387134
,,,,,,,,,,,,,,,,,yes,,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8832811650886,80.00654188396572
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.93362531959139,55.17896437243238
,,,,,,,,,,,,,,,,,yes,,,florist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.98193484374565,98.96036343120716
,,,,,,,,,,,,,,,,,yes,,,florist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.92048955274603,62.973254284746716
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.05482328032397,64.40462286940294
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.11582509077533,46.128413065542375
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.59687274926785,79.34779687500016
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.815684485576,124.95963972708932
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.6122788166672,156.02651040773054
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.1711443819484,166.2146647161242
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.95644870642946,55.543569093723576
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.9171484971677,130.4497281557292
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.1630609999542,55.849014433016876
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.59471583668278,78.79724064825021
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.6416514875409,111.97204316167979
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.516779549497,130.41547725290522
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.3810856594152,103.72136353075817
,,,,,,,,,,,,,,,,,yes,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.1212725510152,132.66504783118148
,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.9916212222644,111.41297393898503
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joiner,,,,,,,586.9248087795653,106.64225514753127
,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.99028801323263,47.69835839907657
,,Electrolux,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,concrete,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,871.9979422576105,138.49286965499263
